country,continent,total,year,lifeExp,pop,gdpPercap
Cuba,Americas,19088882.287932,1977,72.649,9537988,6380.494965999999
Cuba,Americas,19593229.270214,1982,73.717,9789224,7316.9181069999995
Cuba,Americas,20494892.197526,1987,74.17399999999999,10239839,7532.924762999999
Cuba,Americas,21457854.515926003,1992,74.414,10723260,5592.843963
Cuba,Americas,21977030.28283,1997,76.15100000000001,10983007,5431.990415
Cuba,Americas,22466833.609366,2002,77.158,11226999,6340.646683
Cuba,Americas,22852026.751846,2007,78.273,11416987,8948.102923
Czech Republic,Europe,18264252.020499997,1952,66.87,9125183,6876.14025
Czech Republic,Europe,19044166.747835997,1957,69.03,9513758,8256.343918
Czech Republic,Europe,19260977.53426,1962,69.9,9620282,10136.86713
Czech Republic,Europe,19693157.64978,1967,70.38,9835109,11399.44489
Czech Republic,Europe,19750673.4872,1972,70.29,9862158,13108.4536
Czech Republic,Europe,20353571.741240002,1977,70.71,10161915,14800.160619999999
Czech Republic,Europe,20638304.377100002,1982,70.96,10303704,15377.22855
Czech Republic,Europe,20655958.0468,1987,71.58,10311597,16310.4434
Czech Republic,Europe,20660142.84244,1992,72.4,10315702,14297.021219999999
Czech Republic,Europe,20633659.04848,1997,74.01,10300707,16048.51424
Czech Republic,Europe,20547933.44044,2002,75.51,10256295,17596.210219999997
Czech Republic,Europe,20503307.58902,2007,76.486,10228744,22833.30851
Denmark,Europe,8687526.33049,1952,70.78,4334000,9692.385245
Denmark,Europe,8998004.9387,1957,71.81,4487831,11099.65935
Denmark,Europe,9321109.327019999,1962,72.35,4646899,13583.31351
Denmark,Europe,9709620.342459999,1967,72.96,4838800,15937.21123
Denmark,Europe,10021071.354419999,1972,73.47,4991596,18866.20721
Denmark,Europe,10217833.183,1977,74.69,5088419,20422.9015
Denmark,Europe,10279145.34096,1982,74.63,5117810,21688.04048
Denmark,Europe,10304429.95162,1987,74.8,5127024,25116.17581
Denmark,Europe,10395750.1397,1992,75.33,5171393,26406.73985
Denmark,Europe,10627086.91134,1997,76.11,5283663,29804.34567
Denmark,Europe,10813873.36012,2002,77.18,5374693,32166.500060000002
Denmark,Europe,11006953.50148,2007,78.332,5468120,35278.41874
Djibouti,Africa,131706.68295,1952,34.812,63149,2669.529475
Djibouti,Africa,149506.59415199998,1957,37.328,71851,2864.9690760000003
Djibouti,Africa,185917.364526,1962,39.693000000000005,89898,3020.989263
Djibouti,Africa,261358.24902599998,1967,42.074,127617,3020.0505129999997
Djibouti,Africa,365173.156704,1972,44.36600000000001,178848,3694.2123520000005
Djibouti,Africa,463644.560044,1977,46.519,228694,3081.7610219999997
Djibouti,Africa,617838.5601339999,1982,48.812,305991,2879.4680670000002
Djibouti,Africa,627910.2851359999,1987,50.04,311025,2880.102568
Djibouti,Africa,773169.520384,1992,51.604,384156,2377.1561920000004
Djibouti,Africa,839712.347968,1997,53.157,417908,1895.016984
Djibouti,Africa,898755.267734,2002,53.373000000000005,447416,1908.2608670000002
Djibouti,Africa,997022.545134,2007,54.791000000000004,496374,2082.4815670000003
Dominican Republic,Americas,4985579.290274,1952,45.928000000000004,2491346,1397.7171369999999
Dominican Republic,Americas,5849560.461990001,1957,49.828,2923186,1544.402995
Dominican Republic,Americas,6910299.192717999,1962,53.458999999999996,3453434,1662.137359
Dominican Republic,Americas,8101712.948006,1967,56.751000000000005,4049146,1653.7230029999998
Dominican Republic,Americas,9347157.010998,1972,59.631,4671329,2189.874499
Dominican Republic,Americas,10611087.5538,1977,61.788000000000004,5302800,2681.9889
Dominican Republic,Americas,11942547.638772,1982,63.727,5968349,2861.092386
Dominican Republic,Americas,13316525.77635,1987,66.046,6655297,2899.842175
Dominican Republic,Americas,14708587.342428,1992,68.457,7351181,3044.214214
Dominican Republic,Americas,15992082.116570001,1997,69.957,7992357,3614.101285
Dominican Republic,Americas,17309913.310308,2002,70.847,8650322,4563.808154
Dominican Republic,Americas,18651439.219504,2007,72.235,9319622,6025.374752000001
Ecuador,Americas,7104646.935434,1952,48.357,3548753,3522.110717
Ecuador,Americas,8124433.805302001,1957,51.356,4058385,3780.5466509999997
Ecuador,Americas,9371695.508156,1962,54.64,4681707,4086.114078
Ecuador,Americas,10874119.50443,1967,56.678000000000004,5432424,4579.074215
Ecuador,Americas,12607981.58142,1972,58.79600000000001,6298651,5280.99471
Ecuador,Americas,14571213.866519999,1977,61.31,7278866,6679.62326
Ecuador,Americas,16746256.266534,1982,64.342,8365850,7213.7912670000005
Ecuador,Americas,19103414.015986003,1987,67.23100000000001,9545158,6481.776993
Ecuador,Americas,21511134.63119,1992,69.613,10748394,7103.702595000001
Ecuador,Americas,23838641.535754003,1997,72.312,11911819,7429.455876999999
Ecuador,Americas,25854162.435024,2002,74.173,12921234,5773.0445119999995
Ecuador,Americas,27525256.512652002,2007,74.994,13755680,6873.262326000001
Egypt,Africa,44449539.43089,1952,41.893,22223309,1418.822445
Egypt,Africa,50022488.718544,1957,44.443999999999996,25009741,1458.915272
Egypt,Africa,56350098.655705996,1962,46.992,28173309,1693.335853
Egypt,Africa,63366104.347456,1967,49.293,31681188,1814.880728
Egypt,Africa,69618984.290294,1972,51.137,34807417,2024.0081469999998
Egypt,Africa,77573403.625164,1977,53.318999999999996,38783863,2785.493582
Egypt,Africa,91370741.47127199,1982,56.006,45681811,3503.729636
Egypt,Africa,105606014.51541999,1987,59.797,52799062,3885.4607100000003
Egypt,Africa,118812112.85839,1992,63.674,59402198,3794.755195
Egypt,Africa,132277062.797594,1997,67.217,66134291,4173.181797
Egypt,Africa,146634766.820828,2002,69.806,73312559,4754.604414
Egypt,Africa,160540391.037996,2007,71.33800000000001,80264543,5581.180998
El Salvador,Americas,4091917.1298,1952,45.262,2042865,3048.3029
El Salvador,Americas,4718550.186435999,1957,48.57,2355805,3421.523218
El Salvador,Americas,5503032.221254,1962,52.306999999999995,2747687,3776.8036270000002
El Salvador,Americas,6474682.900786,1967,55.855,3232927,4358.595393
El Salvador,Americas,7590962.906016,1972,58.207,3790903,4520.246008
El Salvador,Americas,8575563.236748,1977,56.696000000000005,4282586,5138.922374
El Salvador,Americas,8958055.89635,1982,56.604,4474873,4098.344175
El Salvador,Americas,9692795.192194,1987,63.153999999999996,4842194,4140.442097
El Salvador,Americas,10558320.059400002,1992,66.798,5274649,4444.2317
El Salvador,Americas,11577326.720992,1997,69.535,5783439,5154.825496
El Salvador,Americas,12718206.605332,2002,70.734,6353681,5351.568665999999
El Salvador,Americas,13890976.463027999,2007,71.878,6939688,5728.353514
Equatorial Guinea,Africa,434748.25024619995,1952,34.482,216964,375.6431231
Equatorial Guinea,Africa,466768.15881620004,1957,35.983000000000004,232922,426.0964081
Equatorial Guinea,Africa,499680.65394279995,1962,37.485,249220,582.8419713999999
Equatorial Guinea,Africa,521637.166005,1967,38.986999999999995,259864,915.5960025
Equatorial Guinea,Africa,556631.8565142,1972,40.516,277603,672.4122571
Equatorial Guinea,Africa,387351.1816248,1977,42.023999999999994,192675,958.5668124
Equatorial Guinea,Africa,572908.9746854,1982,43.662,285483,927.8253427000001
Equatorial Guinea,Africa,684513.1216298,1987,45.663999999999994,341244,966.8968149
Equatorial Guinea,Africa,778035.200068,1992,47.545,387838,1132.055034
Equatorial Guinea,Africa,885667.45151,1997,48.245,439971,2814.480755
Equatorial Guinea,Africa,1006759.6878,2002,49.348,495627,7703.4959
Equatorial Guinea,Africa,1126813.3375000001,2007,51.57899999999999,551201,12154.08975
Eritrea,Africa,2878249.7371142004,1952,35.928000000000004,1438760,328.94055710000004
Eritrea,Africa,3085986.4177718,1957,38.047,1542611,344.16188589999996
Eritrea,Africa,3334078.3076866,1962,40.158,1666618,380.99584330000005
Eritrea,Africa,3641659.9679398,1967,42.18899999999999,1820319,468.7949699
Eritrea,Africa,4521490.9324164,1972,44.141999999999996,2260187,514.3242081999999
Eritrea,Africa,5026384.5776154,1977,44.535,2512642,505.7538077
Eritrea,Africa,5275731.5316986,1982,43.89,2637297,524.8758493
Eritrea,Africa,5833053.1742666,1987,46.453,2915959,521.1341333
Eritrea,Africa,7338145.6990204,1992,49.99100000000001,3668440,582.8585102000001
Eritrea,Africa,8118571.69758,1997,53.378,4058319,913.4707900000001
Eritrea,Africa,8831371.180003,2002,55.24,4414865,765.3500015
Eritrea,Africa,9814568.8190472,2007,58.04,4906585,641.3695236000001
Ethiopia,Africa,41722674.4485592,1952,34.078,20860941,362.1462796
Ethiopia,Africa,45632059.1423264,1957,36.667,22815614,378.90416319999997
Ethiopia,Africa,50291663.0308322,1962,40.059,25145372,419.4564161
Ethiopia,Africa,55721710.4672876,1967,42.115,27860297,516.1186438
Ethiopia,Africa,61541963.517888404,1972,43.515,30770372,566.2439442000001
Ethiopia,Africa,69236800.63676679,1977,44.51,34617799,556.8083834
Ethiopia,Africa,76224757.5534942,1982,44.916000000000004,38111756,577.8607471
Ethiopia,Africa,86000300.8506284,1987,46.684,42999530,573.7413142000001
Ethiopia,Africa,104178056.88893059,1992,48.091,52088559,421.3534653
Ethiopia,Africa,119723732.58280261,1997,49.402,59861301,515.8894013
Ethiopia,Africa,135894755.5570638,2002,50.725,67946797,530.0535319
Ethiopia,Africa,153025261.5051518,2007,52.946999999999996,76511887,690.8055759
Finland,Europe,8193982.138142,1952,66.55,4090500,6424.519071
Finland,Europe,8663225.810772,1957,67.49,4324000,7545.415386
Finland,Europe,9001767.185122,1962,68.75,4491443,9371.842561
Finland,Europe,9233470.93252,1967,69.83,4605744,10921.63626
Finland,Europe,9308173.4918,1972,70.87,4639657,14358.8759
Finland,Europe,9509159.885659998,1977,72.52,4738902,15605.422830000001
Finland,Europe,9691081.41522,1982,74.55,4826933,18533.15761
Finland,Europe,9905889.684460001,1987,74.83,4931729,21141.01223
Finland,Europe,10123523.729980001,1992,75.7,5041039,20647.16499
Finland,Europe,10316414.1604,1997,77.13,5134406,23723.9502
Finland,Europe,10442643.92114,2002,78.37,5193039,28204.59057
Finland,Europe,10543492.7948,2007,79.313,5238460,33207.0844
France,Europe,84933528.43865399,1952,67.41,42459667,7029.809327
France,Europe,88639189.529796,1957,68.93,44310863,8662.834898000001
France,Europe,94269261.99105999,1962,70.51,47124000,10560.48553
France,Europe,99164142.93531999,1967,71.55,49569000,12999.91766
France,Europe,103496359.14342001,1972,72.38,51732000,16107.19171
France,Europe,106366770.93028,1977,73.83,53165019,18292.635140000002
France,Europe,108907867.57492,1982,74.89,54433565,20293.89746
France,Europe,111304485.56428,1987,76.34,55630100,22066.44214
France,Europe,114797920.5123,1992,77.46,57374179,24703.79615
France,Europe,117298792.84974,1997,78.64,58623428,25889.78487
France,Europe,119908081.24468,2002,79.59,59925035,28926.032339999998
France,Europe,122228933.3474,2007,80.657,61083916,30470.0167
Gabon,Africa,850064.95895,1952,37.003,420702,4293.476475
Gabon,Africa,879838.394198,1957,38.999,434904,4976.198099
Gabon,Africa,924665.896444,1962,40.489000000000004,455661,6631.4592219999995
Gabon,Africa,994814.719974,1967,44.598,489004,8358.761987
Gabon,Africa,1098855.2768199998,1972,48.69,537977,11401.948409999999
Gabon,Africa,1456330.72656,1977,52.79,706367,21745.57328
Gabon,Africa,1538087.85188,1982,56.56399999999999,753874,15113.36194
Gabon,Africa,1784643.19688,1987,60.19,880397,11864.408440000001
Gabon,Africa,1998645.04704,1992,61.36600000000001,985739,13522.157519999999
Gabon,Africa,2281944.6057599997,1997,60.461000000000006,1126189,14722.841880000002
Gabon,Africa,2623764.94984,2002,56.761,1299304,12521.71392
Gabon,Africa,2936260.43904,2007,56.735,1454867,13206.48452
Gambia,Africa,569670.4613182,1952,30.0,284320,485.2306591
Gambia,Africa,647405.9834222,1957,32.065,323150,520.9267111
Gambia,Africa,749307.092552,1962,33.896,374020,599.650276
Gambia,Africa,880727.2798248001,1967,35.857,439593,734.7829124
Gambia,Africa,1035790.7896726,1972,38.308,517101,756.0868363
Gambia,Africa,1218401.1945014,1977,41.842,608274,884.7552507000001
Gambia,Africa,1432808.7792216,1982,45.58,715523,835.8096107999999
Gambia,Africa,1698133.8477222,1987,49.265,848406,611.6588611000001
Gambia,Africa,2052204.5368251998,1992,52.644,1025384,665.6244126
Gambia,Africa,2472953.1823408003,1997,55.861000000000004,1235767,653.7301704
Gambia,Africa,2916969.2531994,2002,58.041000000000004,1457766,660.5855997
Gambia,Africa,3378342.395453,2007,59.448,1688359,752.7497265
Germany,Europe,138306327.228786,1952,67.5,69145952,7144.114393000001
Germany,Europe,142058651.85329998,1957,69.1,71019069,10187.82665
Germany,Europe,147504179.52582,1962,70.3,73739117,12902.46291
Germany,Europe,152766538.85121998,1967,70.8,76368453,14745.62561
Germany,Europe,157470350.36054,1972,71.0,78717088,18016.180269999997
Germany,Europe,156362716.84246,1977,72.5,78160773,20512.92123
Germany,Europe,156714742.66548,1982,73.8,78335266,22031.532740000002
Germany,Europe,155486024.06532001,1987,74.847,77718298,24639.18566
Germany,Europe,161248690.74633998,1992,76.07,80597764,26505.30317
Germany,Europe,164077878.44832,1997,77.34,82011073,27788.88416
Germany,Europe,164761570.94396,2002,78.67,82350671,30035.80198
Germany,Europe,164866491.56084,2007,79.406,82400996,32170.37442
Ghana,Africa,11163910.8958742,1952,43.148999999999994,5581001,911.2989371
Ghana,Africa,12784752.681074,1957,44.778999999999996,6391288,1043.5615369999998
Ghana,Africa,14712968.986235999,1962,46.452,7355248,1190.0411179999999
Ghana,Africa,16982773.53832,1967,48.071999999999996,8490213,1125.69716
Ghana,Africa,18710696.197416,1972,49.875,9354120,1178.223708
Ghana,Africa,21078275.9599142,1977,51.756,10538093,993.2239571
Ghana,Africa,22802535.553138003,1982,53.744,11400338,876.032569
Ghana,Africa,28338007.470227,1987,55.729,14168101,847.0061135
Ghana,Africa,32559441.122308,1992,57.501000000000005,16278738,925.0601539999999
Ghana,Africa,36838703.603624,1997,58.556000000000004,18418288,1005.2458119999999
Ghana,Africa,41103842.875156,2002,58.453,20550751,1111.9845779999998
Ghana,Africa,45749451.26182,2007,60.022,22873338,1327.60891
Greece,Europe,15473693.100134,1952,65.86,7733250,3530.690067
Greece,Europe,16202404.319778001,1957,67.86,8096218,4916.299889
Greece,Europe,16908639.401466,1962,69.51,8448233,6017.190732999999
Greece,Europe,17450050.194032,1967,71.0,8716441,8513.097016
Greece,Europe,17802850.339139998,1972,72.34,8888628,12724.82957
Greece,Europe,18645496.40856,1977,73.68,9308479,14195.524280000001
Greece,Europe,19603647.32178,1982,75.24,9786480,15268.420890000001
Greece,Europe,19981374.39678,1987,76.67,9974490,16120.528390000001
Greece,Europe,20686095.052679997,1992,77.03,10325429,17541.49634
Greece,Europe,21042395.134280004,1997,77.869,10502372,18747.69814
Greece,Europe,21252911.021599997,2002,78.256,10603863,22514.2548
Greece,Europe,21467815.789759997,2007,79.483,10706290,27538.41188
Guatemala,Americas,6297702.521538001,1952,42.023,3146381,2428.2377690000003
Guatemala,Americas,7287074.595934,1957,44.141999999999996,3640876,2617.155967
Guatemala,Americas,8423310.636892,1962,46.95399999999999,4208858,2750.364446
Guatemala,Americas,9388131.094294,1967,50.016000000000005,4690773,3242.5311469999997
Guatemala,Americas,10307332.292542,1972,53.738,5149581,4031.4082710000002
Guatemala,Americas,11416732.043496,1977,56.028999999999996,5703430,4879.992748
Guatemala,Americas,12801017.26358,1982,58.137,6395630,4820.49479
Guatemala,Americas,14661426.535947999,1987,60.782,7326406,4246.485974
Guatemala,Americas,16982903.64768,1992,63.373000000000005,8486949,4439.4508399999995
Guatemala,Americas,19617251.271614,1997,66.322,9803875,4684.313807
Guatemala,Americas,22367154.65099,2002,68.97800000000001,11178650,4858.347495
Guatemala,Americas,25156368.618006,2007,70.259,12572928,5186.050003
Guinea,Africa,5329585.6109846,1952,33.609,2664249,510.19649230000005
Guinea,Africa,5754673.650049,1957,34.558,2876726,576.2670245
Guinea,Africa,6281450.2533478,1962,35.753,3140003,686.3736739
Guinea,Africa,6904327.913081801,1967,37.196999999999996,3451418,708.7595409
Guinea,Africa,7624335.0164614,1972,38.842,3811387,741.6662307
Guinea,Africa,8455882.8957286,1977,40.762,4227026,874.6858642999999
Guinea,Africa,9422794.282715399,1982,42.891000000000005,4710497,857.2503577
Guinea,Africa,11302226.2489436,1987,45.552,5650262,805.5724717999999
Guinea,Africa,13982833.8488768,1992,48.576,6990574,794.3484384
Guinea,Africa,16099509.8095336,1997,51.455,8048834,869.4497667999999
Guinea,Africa,17617634.5191674,2002,53.676,8807818,945.5835837000001
Guinea,Africa,19897625.3224222,2007,56.007,9947814,942.6542111
Guinea-Bissau,Africa,1161970.700638,1952,32.5,580653,299.850319
Guinea-Bissau,Africa,1203120.5589132,1957,33.489000000000004,601095,431.7904566000001
Guinea-Bissau,Africa,1256753.044745,1962,34.488,627820,522.0343725
Guinea-Bissau,Africa,1204076.1452803998,1967,35.492,601287,715.5806402000001
Guinea-Bissau,Africa,1252435.4211752,1972,36.486,625361,820.2245876000001
Guinea-Bissau,Africa,1492060.3819255999,1977,37.465,745228,764.7259627999999
Guinea-Bissau,Africa,1653728.9019342002,1982,39.327,825987,838.1239671
Guinea-Bissau,Africa,1856603.3207842,1987,41.245,927524,736.4153921
Guinea-Bissau,Africa,2103453.6117412,1992,43.266000000000005,1050938,745.5398706
Guinea-Bissau,Africa,2389099.0749362,1997,44.873000000000005,1193708,796.6644681
Guinea-Bissau,Africa,2666160.4174352,2002,45.504,1332459,575.7047176
Guinea-Bissau,Africa,2945333.239486,2007,46.388000000000005,1472041,579.2317429999999
Haiti,Americas,6406731.8918779995,1952,37.579,3201488,1840.366939
Haiti,Americas,7018937.167764,1957,40.696,3507701,1726.887882
Haiti,Americas,7763940.358064,1962,43.59,3880130,1796.589032
Haiti,Americas,8639270.601332,1967,46.243,4318137,1452.057666
Haiti,Americas,9400006.997892002,1972,48.042,4698301,1654.456946
Haiti,Americas,9820956.443862,1977,49.923,4908554,1874.2989309999998
Haiti,Americas,10400923.241098,1982,51.461000000000006,5198399,2011.1595489999997
Haiti,Americas,11516159.303989999,1987,53.636,5756203,1823.015995
Haiti,Americas,12656386.797034,1992,55.089,6326682,1456.309517
Haiti,Americas,13829886.795862,1997,56.67100000000001,6913545,1341.7269310000001
Haiti,Americas,15217959.003864,2002,58.137,7607651,1270.364932
Haiti,Americas,17008153.106308,2007,60.916000000000004,8502814,1201.637154
Honduras,Americas,3039379.676408,1952,41.912,1517453,2194.926204
Honduras,Americas,3545310.305364,1957,44.665,1770390,2220.487682
Honduras,Americas,4185002.39567,1962,48.041000000000004,2090162,2291.1568350000002
Honduras,Americas,5006556.386716,1967,50.924,2500689,2538.269358
Honduras,Americas,5935459.45269,1972,53.88399999999999,2965146,2529.842345
Honduras,Americas,6116991.220132,1977,57.402,3055235,3203.208066
Honduras,Americas,7345261.3395879995,1982,60.909,3669448,3121.7607940000003
Honduras,Americas,8750581.177398,1987,64.492,4372203,3023.0966989999997
Honduras,Americas,10160990.187206,1992,66.399,5077347,3081.694603
Honduras,Americas,11742370.227812,1997,67.65899999999999,5867957,3160.454906
Honduras,Americas,13360992.58732,2002,68.565,6677328,3099.72866
Honduras,Americas,14974763.057692,2007,70.19800000000001,7483763,3548.3308460000003
"Hong Kong, China",Asia,4258030.762418,1952,60.96,2125900,3054.421209
"Hong Kong, China",Asia,5479987.652914,1957,64.75,2736300,3629.076457
"Hong Kong, China",Asia,6619920.596543999,1962,67.65,3305200,4692.648271999999
"Hong Kong, China",Asia,7458135.925628,1967,70.0,3722800,6197.962814
"Hong Kong, China",Asia,8248175.85629,1972,72.0,4115700,8315.928145
"Hong Kong, China",Asia,9189919.4825,1977,73.6,4583700,11186.14125
"Hong Kong, China",Asia,10558271.96102,1982,75.45,5264500,14560.530509999999
"Hong Kong, China",Asia,11209249.34538,1987,76.2,5584510,20038.472690000002
"Hong Kong, China",Asia,11709062.408019999,1992,77.601,5829696,24757.60301
"Hong Kong, China",Asia,13048751.26438,1997,80.0,6495918,28377.632189999997
"Hong Kong, China",Asia,13585533.02032,2002,81.495,6762476,30209.015160000003
"Hong Kong, China",Asia,14040438.37334,2007,82.208,6980412,39724.97867
Hungary,Europe,19018655.407631997,1952,64.03,9504000,5263.6738159999995
Hungary,Europe,19690213.180022,1957,66.41,9839000,6040.180011
Hungary,Europe,20141236.639754,1962,67.96,10063000,7550.359877
Hungary,Europe,20465636.28934,1967,69.5,10223422,9326.64467
Hungary,Europe,20808658.83222,1972,69.76,10394091,10168.65611
Hungary,Europe,21297831.57474,1977,69.95,10637171,11674.837370000001
Hungary,Europe,21436300.761320002,1982,69.39,10705535,12545.99066
Hungary,Europe,21251592.11996,1987,69.58,10612740,12986.47998
Hungary,Europe,20718577.5971,1992,69.17,10348684,10535.62855
Hungary,Europe,20512935.633599997,1997,71.04,10244684,11712.7768
Hungary,Europe,20196459.051119998,2002,72.59,10083313,14843.93556
Hungary,Europe,19948380.56488,2007,73.33800000000001,9956108,18008.94444
Iceland,Europe,310604.35685599997,1952,72.49,147962,7267.688428
Iceland,Europe,348854.942824,1957,73.47,165110,9244.001412
Iceland,Europe,384953.67812,1962,73.68,182053,10350.15906
Iceland,Europe,424139.25136,1967,73.73,198676,13319.89568
Iceland,Europe,450295.04724,1972,74.46,209275,15798.063619999999
Iceland,Europe,483108.14493999997,1977,76.11,221823,19654.96247
Iceland,Europe,514687.19499999995,1982,76.99,233997,23269.6075
Iceland,Europe,543352.87256,1987,77.23,244676,26923.206280000002
Iceland,Europe,568470.32402,1992,78.77,259012,25144.39201
Iceland,Europe,598664.09932,1997,78.95,271192,28061.099660000003
Iceland,Europe,638547.40392,2002,80.5,288030,31163.201960000002
Iceland,Europe,676387.0923799999,2007,81.757,301931,36180.789189999996
India,Asia,744001167.8774986,1952,37.373000000000005,372000000,546.5657493
India,Asia,818001260.621992,1957,40.249,409000000,590.061996
India,Asia,908001403.9043019,1962,43.605,454000000,658.3471509
India,Asia,1012001495.9272214,1967,47.193000000000005,506000000,700.7706107000001
India,Asia,1134001549.367054,1972,50.651,567000000,724.032527
India,Asia,1268001735.0906458,1977,54.208,634000000,813.3373230000001
India,Asia,1416001824.6390753,1982,56.596000000000004,708000000,855.7235377000001
India,Asia,1576002070.1313512,1987,58.553000000000004,788000000,976.5126756000001
India,Asia,1744002449.259618,1992,60.223,872000000,1164.406809
India,Asia,1918003041.164884,1997,61.765,959000000,1458.817442
India,Asia,2068348713.296908,2002,62.879,1034172547,1746.769454
India,Asia,2220797695.816814,2007,64.69800000000001,1110396331,2452.210407
Indonesia,Asia,164105574.2993092,1952,37.468,82052000,749.6816546
Indonesia,Asia,180249797.6365414,1957,39.918,90124000,858.9002707000001
Indonesia,Asia,198057783.6155402,1962,42.518,99028000,849.2897700999999
Indonesia,Asia,218687616.7915442,1967,45.964,109343000,762.4317721
Indonesia,Asia,242566320.62181398,1972,49.203,121282000,1111.107907
Indonesia,Asia,273452870.80811197,1977,52.702,136725000,1382.702056
Indonesia,Asia,306689146.063976,1982,56.159,153343000,1516.872988
Indonesia,Asia,338555616.987922,1987,60.137,169276000,1748.356961
Indonesia,Asia,369636891.64379597,1992,62.681000000000004,184816000,2383.140898
Indonesia,Asia,398562370.753206,1997,66.041,199278000,3119.335603
Indonesia,Asia,422125885.00174,2002,68.58800000000001,211060000,2873.91287
Indonesia,Asia,447101222.603128,2007,70.65,223547000,3540.6515640000002
Iran,Asia,34550160.390004,1952,44.869,17272000,3035.326002
Iran,Asia,39590674.877286,1957,47.181000000000004,19792000,3290.257643
Iran,Asia,45756473.309604,1962,49.325,22874000,4187.329802
Iran,Asia,53087918.40161,1967,52.468999999999994,26538000,5906.731804999999
Iran,Asia,61247338.105214,1972,55.233999999999995,30614000,9613.818607
Iran,Asia,70985250.59416,1977,57.702,35480679,11888.59508
Iran,Asia,86160837.90920399,1982,59.62,43072751,7608.334602
Iran,Asia,103792803.842742,1987,63.04,51889696,6642.881371
Iran,Asia,120810548.790376,1992,65.742,60397973,7235.653187999999
Iran,Asia,126672637.264602,1997,68.042,63327987,8263.590301
Iran,Asia,133834272.42594999,2002,69.45100000000001,66907826,9240.761975
Iran,Asia,138930493.35698,2007,70.964,69453570,11605.71449
Iraq,Asia,10891882.172112001,1952,45.32,5441766,4129.766056
Iraq,Asia,12509841.541124,1957,48.437,6248643,6229.333562
Iraq,Asia,14497306.389630001,1962,51.457,7240260,8341.737815
Iraq,Asia,17056535.837622,1967,54.458999999999996,8519282,8931.459811
Iraq,Asia,20142277.975192,1972,56.95,10061506,9576.037596
Iraq,Asia,23795329.29614,1977,60.413000000000004,11882916,14688.235069999999
Iraq,Asia,28375795.89022,1982,62.038000000000004,14173318,14517.90711
Iraq,Asia,33109795.23336,1987,65.044,16543189,11643.57268
Iraq,Asia,35731420.203374,1992,59.461000000000006,17861905,3745.6406869999996
Iraq,Asia,41557676.10159,1997,58.81100000000001,20775703,3076.239795
Iraq,Asia,48012527.526624,2002,57.04600000000001,24001816,4390.717312
Iraq,Asia,55008337.213812,2007,59.545,27499638,4471.061906
Ireland,Europe,5914866.380656,1952,66.91,2952156,5210.280328
Ireland,Europe,5767775.955744,1957,68.9,2878220,5599.077872
Ireland,Europe,5673403.774628,1962,70.29,2830000,6631.597314
Ireland,Europe,5815653.297926,1967,71.08,2900100,7655.568963
Ireland,Europe,6068004.105792,1972,71.28,3024400,9530.772895999999
Ireland,Europe,6566246.02226,1977,72.03,3271900,11150.98113
Ireland,Europe,6985382.84282,1982,73.1,3480000,12618.321409999999
Ireland,Europe,7107694.45304,1987,74.36,3539900,13872.86652
Ireland,Europe,7150790.5651,1992,75.467,3557761,17558.81555
Ireland,Europe,7383662.13826,1997,76.122,3667233,24521.94713
Ireland,Europe,7826619.664779999,2002,77.783,3879155,34077.04939
Ireland,Europe,8299681.7627,2007,78.885,4109086,40675.99635
Israel,Asia,3250131.8242559996,1952,65.39,1620914,4086.522128
Israel,Asia,3899708.2369020004,1957,67.84,1944401,5385.278451
Israel,Asia,4636158.041412001,1962,69.39,2310904,7105.630706
Israel,Asia,5404098.982808,1967,70.75,2693585,8393.741404
Israel,Asia,6217503.12446,1972,71.63,3095893,12786.93223
Israel,Asia,7018595.35842,1977,73.06,3495918,13306.619209999999
Israel,Asia,7747724.958400001,1982,74.45,3858421,15367.0292
Israel,Asia,8440692.15972,1987,75.6,4203148,17122.47986
Israel,Asia,9909356.90508,1992,76.93,4936550,18051.52254
Israel,Asia,11104723.75648,1997,78.26899999999999,5531387,20896.60924
Israel,Asia,12103028.58228,2002,79.696,6029529,21905.59514
Israel,Asia,12904566.0442,2007,80.745,6426679,25523.2771
Italy,Europe,95341994.68831,1952,65.94,47666000,4931.404154999999
Italy,Europe,98376632.932464,1957,67.81,49182000,6248.656232
Italy,Europe,101703025.64468001,1962,69.24,50843200,8243.58234
Italy,Europe,105354386.92262,1967,71.06,52667100,10022.40131
Italy,Europe,108755810.92756,1972,72.19,54365564,12269.27378
Italy,Europe,112147148.9295,1977,73.48,56059245,14255.98475
Italy,Europe,113104496.92699999,1982,74.98,56535636,16537.4835
Italy,Europe,113497973.30964,1987,76.42,56729703,19207.234819999998
Italy,Europe,113725876.16972,1992,77.44,56840847,22013.64486
Italy,Europe,115008445.68892,1997,78.82,57479469,24675.02446
Italy,Europe,115910094.67634,2002,80.24,57926999,27968.098169999997
Italy,Europe,116352766.5314,2007,80.546,58147733,28569.7197
Jamaica,Americas,2858104.121762,1952,58.53,1426095,2898.5308809999997
Jamaica,Americas,3079818.2715620003,1957,62.61,1535090,4756.525781
Jamaica,Americas,3340879.4350480004,1962,65.61,1665128,5246.107524
Jamaica,Americas,3734576.426902,1967,67.51,1861096,6124.703450999999
Jamaica,Americas,4010237.778586,1972,69.0,1997616,7433.889293000001
Jamaica,Americas,4327068.611145999,1977,70.11,2156814,6650.195573
